音楽を<聞きた>。	音楽を(聞いた)。
昨日<食べたのすし>はおいしかった。	昨日(食べたすし)はおいしかった。
男の人はおはし<に>食べました。	男の人はおはし(で)食べました。
来年、日本に<行ったつもり>です。	来年、日本に(行くつもり)です。
雨が<降りたら>ゲームをしません。	雨が(降ったら)ゲームをしません。
このおちゃは、<あついすぎる>から、のめない。	このおちゃは、(あつすぎる)から、のめない。
日本人<に>友達と話しました。	日本人(と)友達と話しました。
<日本人に友達>と話しました。	(日本人の友達)と話しました。
<きのうは二日でしたです。（正解：ついたち）>	(きのうは二日でした)。
きのうは二日<でしたです>。（正解：ついたち）	きのうは二日(でした)。（正解：ついたち）
今晩出かけるので、<夕食をつくるおく>。	今晩出かけるので、(夕食をつくっておきます)。
今晩出かけるので、夕食を<つくるおく>。	今晩出かけるので、夕食を(つくっておく)。
<これつぎ>の土曜日、コンサートへ行きます。	(このつぎ)の土曜日、コンサートへ行きます。
<これ次の土曜日>、コンサートへ行きます。	(次の土曜日)、コンサートへ行きます。
モールは<賑やかと>思います。	モールは(賑やかだと)思います。
私の名前を<教えらなかった>。	私の名前を(教えなかった)。
私<の>名前を教えらなかった。	私(に)名前を教えらなかった。
明日は<寒い思いますか>。	明日は(寒いと思いますか)。
その部屋の中に、<なにか>ありません。	その部屋の中に、(なにも)ありません。
冬はとても<寒くしますから>、ココアはおいしいです。	冬はとても(寒いですから)、ココアはおいしいです。
冬はとても<寒くします>から、ココアはおいしいです。	冬はとても(寒くなります)から、ココアはおいしいです。
冬はとても<寒くしますから>、ココアはおいしいです。	冬はとても(寒いから)、ココアはおいしいです。
今週プロジェクトをしなければ<いけませんと>思います。	今週プロジェクトをしなければ(いけないと)思います。
<バナナのより>りんごの方が美味しいです。	(バナナより)りんごの方が美味しいです。
<「日本の食べもの」と考えたら、みんなは「すし」を見ます>。	(「日本の食べもの」といったら、みんなは「すし」をいいます)。
「日本の食べもの」と考えたら、みんなは「すし」を<見ます>。	「日本の食べもの」と考えたら、みんなは「すし」を(思い浮かべます)。
<「日本の食べもの」と考えたら、みんなは「すし」を見ます>。	(「日本の食べもの」と考えたら、みんなは「すし」を考えます)。
「日本の食べもの」と考えたら、みんなは「すし」<を見ます>。	「日本の食べもの」と考えたら、みんなは「すし」(と言います)。
パーティーに<おそい>着きました。	パーティーに(おそく)着きました。
鉛筆<を>落ちました。	鉛筆(が)落ちました。
<鉛筆を落ちました>。	(鉛筆を落としました)。
<ゆっくりで>話してください。	(ゆっくり)話してください。
土曜日<で>図書館で勉強しました。	土曜日(に)図書館で勉強しました。
<はっぴゃっく>円です。	(はっぴゃく)円です。
明日ピクニックですから<晴れの天気がほしいです>。	明日ピクニックですから(晴れてほしいです)。
明日ピクニックですから<晴れの天気がほしいです>。	明日ピクニックですから(天気が晴れてほしいです)。
明日ピクニック<ですから>晴れの天気がほしいです。	明日ピクニック(だから)晴れの天気がほしいです。
飲みものの中で、<どっち>が一番好きですか。	飲みものの中で、(どれ)が一番好きですか。
飲みものの中で、<どっち>が一番好きですか。	飲みものの中で、(何)が一番好きですか。
私は<来るます>。	私は(来ます)。
私は<来ています>。	私は(来ます)。
私<は>来ています。	私(が)来ています。
あの人は前田さんのお父さん<と>思います。	あの人は前田さんのお父さん(だと)思います。
お誕生日は<何>ですか。	お誕生日は(いつ)ですか。
毎日やさいを<食べます>つもりです。	毎日やさいを(食べる)つもりです。
コーヒーを<飲みて>、新聞を読みました。	コーヒーを(飲んで)、新聞を読みました。
大阪は東京の西<で>あります。	大阪は東京の西(に)あります。
お水と<こうり>おねがいします。	お水と(こおりを)おねがいします。
